門市名稱,電話,經緯度座標,地址,營業時間,開始時間,結束時間
南港中信門市,02-2788-1613,"25.0589362,121.6133025",台北市南港區經貿二路186號b棟3樓,週一至週日7:30~21:30,,
南港蔦屋門市,02-2783-6613,"25.0526405,121.6037979",台北市南港區忠孝東路7段369號2樓(南港CITYLINKA棟),週一至週四11:00-21:30<br>               週五、週六08:30-22:30<br>               週日08:30-21:30,11:00,21:30
台大卓越門市,02-2367-6613,"25.0173405,121.5375631",台北市大安區羅斯福路四段1號2樓(卓越聯合商場),週一至週日08:00-20:00,08:00,20:00
信義金山直營門市,02-2341-2613,"25.0337601,121.5259485",台北市大安區信義路二段128號,週一至週日07:00-21:00,07:00,21:00
民權復興門市,02-2716-9613,"25.061783,121.5440543",台北市松山區民權東路三段132號1樓,週一至週日07:00-19:00,07:00,19:00
庫倫承德門市,02-2595-2221,"25.0725163,121.5163015",台北市大同區承德路三段238號,週一至週日07:00-21:00,07:00,21:00
八德光復門市,02-2579-3110,"25.0482528,121.555042",台北市松山區八德路三段237號1+2樓,週一至週五07:00-19:00<br>週六週日08:00-19:00,07:00,19:00
復興辛亥門市,02-2738-0658,"25.0215965,121.5401136",台北市大安區辛亥路二段205號,週一至週五07:00-21:00<br>週末、國定假日07:00-16:00,07:00,21:00
北科光華門市,02-8771-6613,"25.0440482,121.5311349",台北市大安區新生南路一段1號光華館1樓,週一至週五07:30-19:00<br>週六至週日8:00-16:30,07:30,19:00
TICC外貿協會門市,02-2345-8613,"25.03358124546776,121.56048963763126",台北市信義區信義路五段1號102會議室旁,週一至週日07:00-17:00,07:00,17:00
民生敦北門市,02-2719-4613,"25.05834733543684,121.55130657016828",台北市松山區民生東路四段71號,週一至週日07:00-21:00,07:00,21:00
天母米蘭門市,02-2820-6613,"25.119253395845714,121.52227367016944",台北市北投區天母西路132及132之1號,週一至週五07:00-21:30<br>               週六、週日07:30-21:30,07:00,21:30
遠企四維門市,02-2325-6613,"25.02832347603688,121.54795661249617",台北市大安區四維路170巷2號1樓,週一至週日07:00-21:00,07:00,21:00
忠孝新生門市,02-2321-5613,"25.04112871191895,121.53246242598918",台北市中正區新生南路一段56號,週一至週日07:00-19:00,07:00,19:00
國防醫學院門市,02-8792-8530,"25.06881204703005,121.59541896091655",台北市內湖區民權東路六段161號(博愛大樓1樓),7:00-17:00,7:00,17:00
象山藝文門市,02-8786-0393,"25.033555403539726,121.57200145482479",台北市信義區信義路五段95號,週一至週日07:00-21:00,07:00,21:00
葡眾內湖門市,02-2793-8613,"25.06185648986728,121.58704574133253",台北市內湖區南京東路六段451巷33號、35號,週一至週日07:00-21:00,07:00,21:00
中崙大潤發門市,02-8772-5613,"25.047082161957235,121.54254416866782",台北市中山區八德路二段306號B1,週一至週日07:00-22:00,07:00,22:00
北醫大校區門市,02-2736-0613,"25.025900125883037,121.56194834896301",台北市信義區吳興街250號,週一至週五07:00-21:00<br>週六08:00-18:00<br>週日公休<br>寒暑假週一至週五08:00-18:00<br>週六、日公休,07:00,21:00
士林中正門市,02-28333613,"25.0950164,121.5238599",台北市士林區中正路278號1F-3F,週一至週日07:00-21:00,07:00,21:00
光復南京門市,02-2545-9555,"25.051279883964348,121.55673090428708",台北市松山區南京東路四段166號,週一至週五07:00-21:00<br>               週六、週日08:00-21:00,07:00,21:00
萬華東園門市,02-2305-6613,"25.0242452882491,121.4971345397092",台北市萬華區東園街106號,週一至週日07:00-21:00,07:00,21:00
堤頂407門市,02-2627-6613,"25.081059466747753,121.56366473971698",台北市內湖區堤頂大道二段407巷24號1樓,週一至週六07:00-18:00<br>               週日公休,07:00,18:00
建國花市門市,02-2700-3613,"25.033326265456388,121.53835179744125",台北市大安區信義路三段104號,週一至週日07:00-21:00,07:00,21:00
建成圓環門市,02-2552-3613,"25.05371848396311,121.51500613973795",台北市大同區南京西路264號,週一至週日07:00-21:00,07:00,21:00
仁愛明曜門市,02-2731-3613,"25.039504664719,121.5519433976147",台北市大安區仁愛路四段151巷25號,週一至週五07:00-21:00,07:00,21:00
見潭傑仕堡門市,02-2883-8613,"25.08917576738832,121.52043686857394",台北市士林區承德路四段250號,週一至週日07:00-17:00,07:00,17:00
瑞光316門市,02-2658-8613,"25.075872266338457,121.57313271088171",台北市內湖區瑞光路316巷58號,週一至週五07:00-18:00週六、週日公休,07:00,18:00
南海門市,02-2321-1613,"25.032151820731958,121.5158975397161",台北市中正區南海路36號,週一至週日07:00-17:00,07:00,17:00
和平麟光門市,02-2377-5613,"25.02019953992368,121.55649243971575",台北市大安區和平東路三段310號1樓,週一至週日07:00-17:00,07:00,17:00
南港CITYLINK門市,02-2653-8613,"25.05256304369563,121.60451799739225",台北市南港區忠孝東路七段369號,週一至週日08:00-22:00,08:00,22:00
忠孝松山門市,02-2727-9696,"25.04116982287172,121.5790486331562",台北市信義區忠孝東路五段514號,平日07:00~16:30週六假日07:30~16:30,,
昆明門市,02-2388-1086,"25.045316763929232,121.50532793309787",台北市萬華區昆明街86號,週一至週日07:30-22:00,07:30,22:00
松山蔦屋門市,02-2748-6613,"25.0492016,121.5783212",台北市信義區松山路11號3樓,周一至周日07:00-21:00,07:00,21:00
民權西門市,02-2598-8613,"25.0630045,121.5199315",台北市中山區民權西路3號、5號,週一至週日07:00-22:00,07:00,22:00
忠孝善導寺門市,02-2395-6613,"25.044056,121.525694",台北市中正區忠孝東路一段148號,週一至週日07:00-21:00,07:00,21:00
台科醫揚門市,02-2736-3613,"25.0144998,121.5443208",台北市大安區基隆路三段155巷57號,08:00-17:00,08:00,17:00
萬華青年公園門市,02-2305-8613,"25.025868,121.505883",台北市萬華區青年路14號1樓,07:00-17:00,07:00,17:00
通化門市,02-2700-5613,"25.032253,121.554312",台北市大安區通化街1號,週一至週日07:00-21:00,07:00,21:00
港墘門市,02-2657-8613,"25.078261,121.576158",台北市內湖區港墘路123號1F+B1F,週一至週日07:00-21:00,07:00,21:00
忠孝頂好門市,,"25.041644,121.546868",台北市大安區忠孝東路四段71號1F,(即將為您服務)週一至週五07:00-20:00週六至週日07:00-21:00,07:00,20:00
研究院路門市,02-2783-1613,"25.05307,121.615897",台北市南港區忠孝東路七段620號B1+1F,週一至週日07:00-21:00,07:00,21:00
信義吳興門市,02-2723-3613,"25.032297,121.559024",台北市信義區基隆路二段16號,週一至週日07:00-21:00,07:00,21:00
北捷x路易莎聯名旗艦門市,02-25112613,"25.055852,121.521717",台北市中山區中山北路二段48巷7號,週一至週五07:00-20:00週六至週日07:00-21:00,07:00,20:00
玉山總部門市,02-2719-8613,"25.0590832,121.5479848",台北市松山區敦化北路315號、315之1號1樓,週一至週日07:00-21:00,07:00,21:00
沅陵門市,02-2331-7677,"25.042737,121.512824",台北市中正區沅陵街6號,週一至週日07:00-21:00,07:00,21:00
錦州門市,02-2562-6613,"25.0605412,121.521737",台北市中山區錦州街3號,週一至週日07:00-21:00,07:00,21:00
健康門市,02-2719-6823,"25.0530564,121.5502611",台北市松山區健康路9號,週一至週日07:00-21:00,07:00,21:00
南京新生門市,02-2536-1232,"25.0518984,121.5261747",台北市中山區南京東路二段6號1樓,週一-週四7:00-18:00週五7:00-15:00六日見紅為休息日,,
天母門市,02-2872-5613,"25.1231638,121.5297405",台北市士林區中山北路七段141巷2號,週一至週五7:00~20:00<br>週六~週日7:30~20:00,,
中山國中門市,02-2507-6613,"25.0602123,121.5400867",台北市中山區錦州街436號,週一至週日07:00-19:00,07:00,19:00
微風南山門市,02-2722-6613,"25.0373997,121.5642039",台北市信義區松智路17號(微風南山2F),週一至週三07:30-21:30<br>      週四至週五07:30-22:00<br>      週六10:00-22:00(含例假日前夕)<br>      週日10:00-21:30,07:30,21:30
正義國宅門市,02-2731-6613,"25.0414766,121.5386648",台北市大安區忠孝東路三段172號,週一至週日07:00-22:00,07:00,22:00
松山高中門市,02-27568099,"25.0421746,121.5646896",台北市信義區基隆路一段188-1號1樓,週一至週日7:00-21:00,7:00,21:00
科技大樓門市,02-27840658,"25.0250626,121.5438389",台北市大安區和平東路二段255號,週一至週五7:00-20:30<br>週末、國定假日7:00-17:00,7:00,20:30
合江門市,02-2503-6613,"25.0553675,121.5391924",台北市中山區合江街27、29號1F,週一至週日07:00-21:00,07:00,21:00
敦南遠企,02-27386868,"25.0248864,121.5490973",台北市大安區敦化南路二段277號1F,週一至週日07:30-21:00,07:30,21:00
信義敦南,02-2701-3681,"25.0325354,121.545492",台北市大安區信義路四段116號B1.1F,週一至週日07:00-21:00,07:00,21:00
北城科大實習門市,(02)2892-7154#6021,"25.1326034,121.4679475",台北市北投區學原路2號愛園大樓,一～五07:30~20:00/六～日09:00~18:00	,,
英業達總部門市,02-28801613,"25.0854649,121.522686",台北市士林區承德路四段166號1樓,週一至週日7:30~17:00,,
忠孝延吉門市,02-87719797,"25.0419054,121.5546514",台北市大安區延吉街137巷4號,週一至週日07:00-20:00,07:00,20:00
士林至誠門市,02-28355613,"25.1016506,121.5289993",台北市士林區至誠路二段35號1F+B1,週一至週日7:00-21:00,7:00,21:00
士林捷運門市,02-2832-0613,"25.095512,121.5259846",台北市士林區中正路224號,週一至週日07:00-22:00,07:00,22:00
Y17門市,02-23225613,"25.0391377,121.5222662",台北市中正區仁愛路一段17號1樓,週一至週日07:00-18:00,07:00,18:00
羅斯和平門市,02-23216613,"25.027762,121.5216211",台北市中正區羅斯福路二段56號1樓+B1,週一至週日07:00-21:00,07:00,21:00
廈門門市,02-2368-8333,"25.0246203,121.5175204",台北市中正區廈門街77-2號,週一至週日07:30-17:30周二公休,07:30,17:30
文化大學門市,02-2861-0610,"25.1368151,121.5381518",台北市士林區華岡路55號大忠館1樓304櫃位,週一至週五07:00-19:00,07:00,19:00
中研院門市,02-2783-3381,"25.0394332,121.6160081",台北市南港區研究院路二段130號,週一至週日08:00-17:00,08:00,17:00
南港台肥大樓門市,02-2785-0613,"25.0577609,121.6187324",台北市南港區經貿一路170號2樓-5,週一至週五7:30-17:00,7:30,17:00
政大萬壽門市,02-2938-1388,"24.9887161,121.5765676",台北市文山區萬壽路27號,週一至週日07:00-21:00,07:00,21:00
台北轉運站門市,02-2558-0613,"25.0492576,121.5171959",台北市大同區承德路一段1號,週一至週日11:00-21:30,11:00,21:30
健安新城門市,02-2748-0613,"25.0551324,121.5627331",台北市松山區三民路29巷6號,週一至週日07:00-19:00,07:00,19:00
大巨蛋門市,02-2769-0613,"25.0424367,121.5595066",台北市信義區忠孝東路四段515號(C區B2F-B2221),週一至週日10:00-21:30,10:00,21:30
洲子110門市,02-87510613,"25.0804455,121.5695924",台北市內湖區洲子街110號1樓,週一至週日7:00-19:00,7:00,19:00
台東中華門市,089-333686,"22.7548537,121.1513556",台東縣台東市中華路一段421號1-3樓,週一至週日7:00-21:30,7:00,21:30
桃園藝文門市,03-358-7599,"25.016519261398464,121.29629790859589",桃園市桃園區中埔六街32號(中正路1115巷內),週一至週五07:30-20:00<br>               週六、週日及例假日08:00-18:00,07:30,20:00
桃鶯門市,03-376-6860,"24.9830364,121.3187402",桃園市桃園區桃鶯路168-1號1樓,7:00-19:30,7:00,19:30
桃園縣府門市,03-338-0980,"24.992274,121.302872",桃園市桃園區中山路426號,周一至週五7:00-18:00<br>周六7:00-17:00<br>周日7:00-15:00,7:00,18:00
桃園國聖門市,03-3785-506,"24.988135015965014,121.28796525687511",桃園市桃園區國聖一街2號,7:00-21:00,7:00,21:00
林口文興門市,03-327-7226,"25.0580413,121.3646925",桃園市龜山區文興路108號,7:00-19:00<BR>週六至週日7:00-17:00,7:00,19:00
中壢延平門市,03-422-2770,"24.9559599,121.2229297",桃園市中壢區延平路536號,週一至週五07:30-17:30<br>               週六08:30-18:30<br>               週日08:30-17:30,07:30,17:30
中壢SOGO門市,03-422-4613,"24.96223885144283,121.22523219676329",桃園市中壢區元化路303號,週一至週日07:30-21:00,07:30,21:00
桃園大湳門市,03-361-2489,"24.960367644635127,121.29926458179712",桃園市八德區廣福路20巷54號,7:00-17:00,7:00,17:00
蘆竹南福門市,03-2220-255,"25.040096,121.293067",桃園市蘆竹區南福街101號,週一至週日7:00-21:00,7:00,21:00
中壢環中門市,03-4613-977,"24.96258901051955,121.25533619733905",桃園市中壢區環中東路234號,週一至週日7:00-20:00,7:00,20:00
龍潭北龍門市,03-409-1182,"24.867724420261947,121.21748913966569",桃園市龍潭區北龍路266號,週一至週日07:00-21:00,07:00,21:00
春日直營門市,03-356-8965,"25.009333,121.3094463",桃園市桃園區春日路618號,(1F)週一至週日08:00-21:30<br>               (2F)週一至週日10:00-21:00,08:00,21:30
桃園南崁門市,03-311-1122,"25.0496675,121.2908343",桃園市蘆竹區南崁路290號,週一至週日07:30-20:00,07:30,20:00
青埔明日門市,03-287-2987,"25.0010611,121.2021414",桃園市中壢區領航南路一段73號,週一至週日7:00-16:30,7:00,16:30
桃園桃大極門市,03-363-6065,"24.9551631,121.2947013",桃園市八德區金和路60號,週一至週日07:00-21:00,07:00,21:00
龜山中興門市,03-329-1766,"24.9941546,121.3357458",桃園市龜山區中興路一段37號,週一至週日07:00-20:00,07:00,20:00
桃園莊敬門市,03-317-7098,"25.0225273,121.2913259",桃園市桃園區莊敬路二段47號,週一至週日7:00-18:30,7:00,18:30
中壢南園門市,03-463-6766,"24.971583,121.2315498",桃園市中壢區南園二路81號,週一至週日7:00-19:00,7:00,19:00
內壢忠孝門市,03-451-2232,"24.9745188,121.2533743",桃園市中壢區忠孝路83號,週一至週日07:00-20:30,07:00,20:30
桃園中正門市,03-335-1613,"24.9926327,121.3098044",桃園市桃園區中正路103號,週一至週日07:00-21:00,07:00,21:00
桃園八德興豐門市,03-368-3613,"24.9295835,121.2869552",桃園市八德區興豐路416號,週一至週日07:00-21:00,07:00,21:00
桃園大竹門市,03-323-3969,"25.0216305,121.2608995",桃園市蘆竹區大竹路440號1樓,週一至週日07:00-21:00,07:00,21:00
桃園埔心門市,03-431-3800,"24.9188069,121.1836326",桃園市楊梅區永美路235號,週一至週日07:00-21:00,07:00,21:00
桃園台茂門市,03-311-2613,"25.0533417,121.2855806",桃園市蘆竹區南崁路一段112號6樓,週一至週四11:00-22:00<br>               週五11:00-22:30<br>               週六10:30-22:30<br>               週日10:30-22:00,11:00,22:00
桃園大觀門市,03-483-8509,"25.044553,121.139329",桃園市觀音區大觀路二段178-2號,週一至週日07:00-20:30,07:00,20:30
八德廣豐門市,03-366-0456,"24.9648675,121.2943253",桃園市八德區大智路102號1樓,週一至週日07:00-21:00,07:00,21:00
桃園大興門市,03-326-7555,"25.014008,121.3022852",桃園市桃園區大興西路一段179-1號,週一至週四07:00-21:00<br>               週五、例假日07:00-21:30,07:00,21:00
八德忠勇門市,03-366-8066,"24.9648175,121.302956",桃園市八德區忠勇六街3號,週一至週日07:00-19:30,07:00,19:30
龜山文青門市,03-327-8613,"25.0403133,121.3864004",桃園市龜山區文青路199號,週一至週日07:00-21:00,07:00,21:00
中壢過嶺門市,03-490-8875,"24.9584223,121.1704647",桃園市中壢區民族路五段308號,週一至週五07:00-16:30<br>               週六、週日07:30-18:30,07:00,16:30
第三波咖啡環球A8門市,03-397-3613,"25.0606401,121.3679228",桃園市龜山區文化里1鄰復興一路8號,週一至週日07:00-22:00,07:00,22:00
大溪埔頂門市,03-389-6988,"24.8943771,121.2737958",桃園市大溪區員林路一段280號,週一至週五07:00-20:00<br>               週六、週日07:00-18:00,07:00,20:00
平鎮文化門市,03-494-9355,"24.9560075,121.2008745",桃園市平鎮區文化街25號,週一至週日07:00-21:00,07:00,21:00
中壢復興門市,03-427-2613,"24.9581647,121.2235571",桃園市中壢區復興路17號,週一至週日07:00-22:00,07:00,22:00
中央大學門市,03-490-4613,"24.9674928,121.1938378",桃園市中壢區中大路300號(松苑餐廳),週一至週日07:00-21:00,07:00,21:00
桃園市府門市,03-336-6222,"24.9949295,121.298945",桃園市桃園區縣府路186號,週一至週日07:00-21:00,07:00,21:00
桃園中路門市,03-379-7666,"24.9960864,121.2927768",桃園市桃園區正光路181號,週一至週日07:00-21:00,07:00,21:00
大溪慈湖門市,03-387-3399,"24.8838079,121.2869366",桃園市大溪區慈湖路22號,週一至週日07:00-22:00,07:00,22:00
楊梅站前門市,03-488-2613,"24.912016545195172,121.14576356801693",桃園市楊梅區大成路165號,週一至週日07:00-21:00,07:00,21:00
台積電Q廠門市,03-563-6688分機:7214519,"24.883607685591503,121.18553583971305",桃園市龍潭區龍園六路101號A2,週一至週五07:30-19:00週六、週日公休,07:30,19:00
八德國民運動中心門市,03-375-9625,"24.959812,121.2927106",桃園市八德區廣福路230號,週一至週日07:00-21:00,07:00,21:00
部立桃園醫院門市,03-3706613,"24.9779184,121.2670189",桃園市桃園區中山路1492號,週一至週五7:00-17:00<br>週末/國定假日8:00-17:00,7:00,17:00
蘆竹中山門市,03-3228613,"25.0515208,121.3011898",桃園市蘆竹區中山路20號,週一到週日7:00～21:00,,
八德建德門市,03-3681-313,"24.9282721,121.2811892",桃園市八德區建德路188號,週一至週日07:00-21:00,07:00,21:00
桃園大有門市,03-3587613,"25.0102999,121.3193131",桃園市桃園區大有路366號,週一至週日07:00-19:00,07:00,19:00
元智大學門市,03-2854613,"24.9699519,121.2634491",桃園市中壢區遠東路135號,週一至週五07:00-20:00,07:00,20:00
中原家樂福門市,03-4356613,"24.9625229,121.2324006",桃園市中壢區中華路二段501號1F,週一至週日07:30-21:00,07:30,21:00
桃園青溪門市,03-3339989,"24.9969224,121.3183363",桃園市桃園區中山東路108號,週一至週六：07:00-21:30週日07:00-21:00,07:00,21:30
中原大學門市,03-436-0613,"24.9574614,121.2405974",桃園市中壢區中北路200號,週一至週日07:30-21:00,07:30,21:00
宜蘭大學門市,03-932-8008,"24.7469972,121.7492729",宜蘭縣宜蘭市神農路ㄧ段3號,週一至週日7:00-16:00,7:00,16:00
宜蘭東門夜市門市,03-9323-181,"24.756274926936108,121.75721666871979",宜蘭縣宜蘭市和睦路26號,週一至週日07:00-18:30,07:00,18:30
宜蘭聖博門市,03-955-7828/0905-610-557,"24.671102933644473,121.77059131104602",宜蘭縣羅東鎮中正南路135號,週一至週五07:00-16:00；週六07:00-15:00；週日公休,07:00,16:00
宜蘭礁溪門市,03-988-0766,"24.8259359,121.7714988",宜蘭縣礁溪鄉礁溪路五段48號,週一至週四07:30-20:00<br>               週五至週日07:30-21:30,07:30,20:00
宜蘭傳藝門市,03-9500-065,"24.685587,121.824053",宜蘭縣五結鄉五濱路二段201號(傳藝中心觀景樓),週一至週日09:00-18:30,09:00,18:30
斗六中堅門市,05-533-1815,"23.7007205,120.5330102",雲林縣斗六市中堅西路533號,週一至週日07:00-19:00,07:00,19:00
雲林虎尾門市,05-631-1778,"23.7079454,120.434966",雲林縣虎尾鎮新生路92號,週一至週日07:00-18:00,07:00,18:00
虎科大門市,05-6311-788,"23.7015532,120.430446",雲林縣虎尾鎮文化路64號,週一至週五08:00-17:30<br>週六至週日08:00-17:00<br>遇國定假日和寒暑假依公告為主,08:00,17:30
雲林北港門市(即將開幕),05-7732611,"23.572846,120.3030079",雲林縣北港鎮公園路7號,週一至週日07:00-21:00,07:00,21:00
